gene_id,trimmed.AST-1065_R1_001.fastq.gz.bam.gtf,trimmed.AST-1105_R1_001.fastq.gz.bam.gtf,trimmed.AST-1147_R1_001.fastq.gz.bam.gtf,trimmed.AST-1412_R1_001.fastq.gz.bam.gtf,trimmed.AST-1560_R1_001.fastq.gz.bam.gtf,trimmed.AST-1567_R1_001.fastq.gz.bam.gtf,trimmed.AST-1617_R1_001.fastq.gz.bam.gtf,trimmed.AST-1722_R1_001.fastq.gz.bam.gtf,trimmed.AST-2000_R1_001.fastq.gz.bam.gtf,trimmed.AST-2007_R1_001.fastq.gz.bam.gtf,trimmed.AST-2302_R1_001.fastq.gz.bam.gtf,trimmed.AST-2360_R1_001.fastq.gz.bam.gtf,trimmed.AST-2398_R1_001.fastq.gz.bam.gtf,trimmed.AST-2404_R1_001.fastq.gz.bam.gtf,trimmed.AST-2412_R1_001.fastq.gz.bam.gtf,trimmed.AST-2512_R1_001.fastq.gz.bam.gtf,trimmed.AST-2523_R1_001.fastq.gz.bam.gtf,trimmed.AST-2563_R1_001.fastq.gz.bam.gtf,trimmed.AST-2729_R1_001.fastq.gz.bam.gtf,trimmed.AST-2755_R1_001.fastq.gz.bam.gtf
evm.TU.chromosome_8.2482,727,0,1384,98,19,738,601,659,55,858,586,539,780,640,788,114,879,448,8,39
evm.TU.chromosome_8.2483,337,0,610,122,0,113,284,230,6,366,368,152,629,187,339,38,332,135,0,29
evm.TU.chromosome_8.2484,40,0,141,11,0,41,82,26,0,74,52,37,53,61,51,0,43,92,0,0
evm.TU.chromosome_8.2485,64,0,276,37,0,57,120,161,19,146,68,102,254,63,158,12,136,64,5,0
evm.TU.chromosome_13.808,23,0,11,0,4,0,6,28,0,33,40,9,10,79,117,0,23,53,0,6
evm.TU.chromosome_13.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0
evm.TU.chromosome_13.806,32,0,50,0,0,0,18,11,0,0,0,0,0,0,0,7,0,0,0,0
evm.TU.chromosome_13.807,0,0,0,11,0,0,0,0,0,0,74,0,0,0,0,0,28,0,0,0
evm.TU.chromosome_13.804,21,0,42,31,0,3,62,49,0,32,10,0,3,2,18,7,0,3,4,0
evm.TU.chromosome_13.805,0,0,46,15,0,0,27,27,0,24,4,0,0,0,9,0,0,3,0,0
evm.TU.chromosome_13.802,37,0,11,0,0,0,19,16,0,4,48,0,18,0,0,0,0,13,0,0
evm.TU.chromosome_13.803,0,0,1,0,0,8,0,0,0,2,0,1,0,2,2,0,2,0,1,0
evm.TU.chromosome_13.800,0,0,11,0,0,0,0,0,2,0,1,0,0,8,0,0,0,0,0,0
evm.TU.chromosome_13.801,108,0,167,23,0,16,172,133,26,122,158,0,206,90,85,21,0,0,17,0
evm.TU.chromosome_5.1364,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_9.158,55,0,165,0,0,42,46,116,0,37,11,17,183,79,63,4,57,38,0,0
evm.TU.chromosome_5.1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_9.159,12,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0
evm.TU.chromosome_14.2113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
evm.TU.chromosome_5.1361,804,0,1557,526,29,289,441,1001,92,663,739,561,1000,523,710,93,894,712,90,55
evm.TU.chromosome_5.1360,44,0,73,8,0,7,65,15,0,54,10,12,18,45,24,0,22,23,0,0
evm.TU.chromosome_6.1049,129,0,399,24,8,58,232,370,0,161,139,105,196,216,103,25,161,146,0,17
evm.TU.chromosome_6.1048,36,0,96,0,5,0,13,0,0,13,31,12,37,44,0,0,23,0,0,3
evm.TU.chromosome_13.1170,132,0,245,38,0,59,140,194,14,105,167,87,162,128,80,17,180,186,0,0
evm.TU.chromosome_13.1171,16,0,5,0,0,0,0,15,0,0,17,8,0,22,11,0,13,24,3,0
evm.TU.chromosome_13.1172,239,0,534,61,4,181,320,435,28,336,230,163,266,244,270,18,166,96,8,17
evm.TU.chromosome_13.1173,421,0,374,404,32,92,193,366,20,153,488,129,72,539,211,46,410,334,42,18
evm.TU.chromosome_13.1174,14,0,12,3,0,0,3,11,0,1,2,66,1,61,0,8,13,0,0,0
evm.TU.chromosome_13.1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.1177,419,0,980,212,13,209,618,833,65,492,352,304,814,368,352,60,448,318,64,16
evm.TU.chromosome_13.1178,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.1179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_6.2811,25,0,38,22,0,0,2,57,44,25,22,30,9,22,0,0,27,51,0,0
evm.TU.chromosome_14.1934,0,0,5,10,0,0,0,0,39,6,0,0,0,5,0,0,0,0,0,0
evm.TU.chromosome_6.2813,74,0,0,28,0,0,12,72,0,43,66,15,3,42,19,0,0,0,0,0
evm.TU.chromosome_6.2812,0,0,0,3,0,0,0,11,8,4,0,0,14,0,0,0,0,0,0,0
evm.TU.chromosome_6.2815,257,0,269,106,19,57,297,145,39,271,172,175,209,288,183,18,217,97,9,11
evm.TU.chromosome_14.1930,5,0,32,2,0,0,4,8,5,2,12,8,9,11,3,2,18,4,3,1
evm.TU.chromosome_6.2817,1230,0,2154,722,150,809,1267,1947,1308,1265,1181,903,1773,1332,940,338,1219,1090,270,115
evm.TU.chromosome_6.2816,65,0,147,75,0,43,133,168,33,90,132,82,74,59,60,15,66,22,5,13
evm.TU.chromosome_6.2819,379,0,199,36,22,41,215,78,21,224,177,112,117,167,88,40,130,123,18,10
evm.TU.chromosome_6.2818,2539,0,2947,754,45,674,2633,1869,266,3084,2312,1163,2092,2993,2169,494,3038,2136,204,247
evm.TU.chromosome_14.2119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.1786,200,0,112,75,0,32,81,20,20,179,155,47,120,77,87,10,65,42,0,0
evm.TU.chromosome_11.3019,123,0,107,15,14,13,88,83,14,120,62,32,127,54,50,15,71,92,0,20
evm.TU.chromosome_11.3018,138,0,231,58,0,50,132,162,18,184,161,133,122,80,167,15,107,76,41,0
evm.TU.chromosome_11.3012,2,0,5,3,0,2,3,5,0,0,2,1,5,4,3,1,1,4,0,1
evm.TU.chromosome_11.3011,35,0,142,4,8,46,30,50,0,68,95,31,60,77,42,14,36,47,3,0
evm.TU.chromosome_11.3010,12,0,6,0,0,1,25,4,0,22,8,11,0,18,0,0,9,39,0,0
Thr_192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.3016,0,0,0,0,0,0,2,1,6,10,5,0,6,3,0,0,0,2,0,0
evm.TU.chromosome_11.3015,0,0,0,16,0,7,3,2,58,7,0,4,21,0,0,4,0,0,2,0
Thr_191,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.1787,211,0,217,52,4,23,98,7,0,192,108,164,89,265,54,10,228,0,5,0
evm.TU.chromosome_14.4268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.4269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.4266,0,0,9,0,0,17,0,3,0,12,0,0,11,0,0,0,0,0,0,0
evm.TU.chromosome_14.4267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.4264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.4265,0,0,0,15,0,11,0,0,0,25,0,0,0,10,0,0,1557,3215,8,13
evm.TU.chromosome_14.4262,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.4263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.4260,2,0,13,0,0,2,2,8,2,5,3,4,3,10,1,0,2,1,0,5
evm.TU.chromosome_14.4261,13,0,44,20,0,9,40,8,9,17,4,13,19,23,26,3,52,46,6,5
evm.TU.chromosome_1.733_evm.TU.chromosome_1.734,14,0,0,57,0,0,21,0,99,45,29,20,24,30,72,5,41,5,9,0
evm.TU.chromosome_11.2768,22,0,11,0,0,0,43,14,0,21,22,0,0,37,24,0,10,32,0,0
evm.TU.chromosome_11.2769,94,0,19,137,0,3,109,102,33,59,111,57,60,89,64,28,28,23,36,12
evm.TU.chromosome_11.2762,0,0,1,1,0,0,3,1,1,1,3,0,0,2,2,0,2,3,0,0
evm.TU.chromosome_11.2763,3,0,1,3,0,1,10,0,0,2,2,1,2,2,4,1,1,5,4,0
evm.TU.chromosome_11.2760,137,0,287,0,0,12,0,89,41,0,0,6,0,72,112,0,0,178,44,0
evm.TU.chromosome_11.2761,0,0,5,1,0,0,10,3,0,5,5,0,10,7,16,0,7,4,0,0
evm.TU.chromosome_11.2766,81,0,133,23,0,49,129,126,0,61,98,108,48,95,97,0,69,59,0,0
evm.TU.chromosome_11.2767,18,0,0,0,0,0,14,13,0,21,16,0,22,6,21,0,11,0,0,0
evm.TU.chromosome_11.2764,0,0,63,12,0,6,5,17,2,202,32,10,49,14,76,20,11,26,0,0
evm.TU.chromosome_11.2765,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,26,0,0,0,0
Thr_448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thr_449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thr_440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_5.2310,0,0,9,0,0,0,5,0,0,17,2,0,0,10,7,0,0,9,0,0
evm.TU.chromosome_3.1945,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
evm.TU.chromosome_3.1944,0,0,8,6,0,0,0,0,0,58,21,17,9,0,0,4,17,6,0,4
evm.TU.chromosome_3.1947,122,0,314,84,0,23,134,164,26,132,95,141,191,217,189,22,101,98,13,0
evm.TU.chromosome_3.1946,144,0,96,43,10,33,215,51,26,108,320,104,51,216,78,50,153,217,23,4
evm.TU.chromosome_3.1941,14,0,5,0,0,3,47,56,5,42,0,5,2,7,6,6,20,0,1,4
evm.TU.chromosome_3.1940,0,0,2,0,0,0,7,10,0,6,0,4,14,0,5,0,3,0,0,0
evm.TU.chromosome_3.1943,8,0,4,0,0,0,0,0,0,0,12,0,0,10,22,0,6,17,0,0
evm.TU.chromosome_3.1942,9,0,4,0,0,0,10,38,0,4,1,2,8,2,2,0,3,0,2,0
evm.TU.chromosome_14.4882,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,9,0,0
evm.TU.chromosome_14.4883,0,0,1,1,0,2,1,1,2,0,0,0,1,1,1,0,0,0,0,0
evm.TU.chromosome_14.4880,10,0,4,0,0,12,15,11,13,22,0,4,16,5,2,0,0,0,0,0
evm.TU.chromosome_14.4881,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
evm.TU.chromosome_14.4886,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.4887,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0
evm.TU.chromosome_14.4884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.4885,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.5131,0,0,0,0,0,0,8,0,0,0,15,0,0,18,2,0,0,0,0,0
evm.TU.chromosome_14.5130,0,0,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0
evm.TU.chromosome_14.5133,22,0,79,8,0,10,199,10,27,0,109,0,73,116,0,14,17,32,0,0
evm.TU.chromosome_14.5132,0,0,10,0,0,0,8,0,0,0,0,0,4,53,0,0,0,0,0,0
evm.TU.chromosome_14.5135,2,0,3,0,0,1,2,0,3,0,0,3,0,2,0,0,0,0,0,0
evm.TU.chromosome_14.5134,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
evm.TU.chromosome_14.5137,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
evm.TU.chromosome_14.5136,10,0,51,4,2,3,12,8,7,5,3,4,5,8,3,1,3,13,2,0
evm.TU.chromosome_14.5139,5,0,3,2,0,17,0,8,0,0,0,0,0,0,0,0,3,3,0,0
evm.TU.chromosome_14.5138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
evm.TU.chromosome_2.1561,9,0,10,0,0,0,41,0,0,10,40,0,0,0,7,0,0,0,0,0
evm.TU.chromosome_9.318,21,0,32,9,0,4,7,10,3,16,11,21,10,13,39,6,31,21,0,10
evm.TU.chromosome_9.319,31,0,333,32,0,0,33,0,3,6,38,17,0,28,48,6,19,56,0,0
evm.TU.chromosome_9.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_9.315,47,0,0,114,0,0,14,0,0,0,4,0,5,0,0,11,0,51,0,0
evm.TU.chromosome_9.316,549,0,914,440,47,182,647,808,458,583,629,371,572,611,670,157,542,538,194,69
evm.TU.chromosome_9.317,248,0,170,50,0,19,85,159,12,205,154,67,29,141,154,19,98,133,13,4
evm.TU.chromosome_9.310,0,0,23,0,0,0,0,35,5,0,11,7,0,0,0,0,0,0,0,0
evm.TU.chromosome_9.311,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_9.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_9.313,218,0,108,211,9,76,239,80,49,345,458,160,188,160,607,44,548,226,52,20
evm.TU.chromosome_12.3258,515,0,374,143,0,59,384,298,78,639,375,189,460,732,429,119,369,448,61,60
evm.TU.chromosome_12.3259,750,0,1440,138,7,184,539,599,31,482,381,274,546,720,760,66,437,330,9,37
evm.TU.chromosome_12.3250,33,0,12,12,6,4,3,7,7,23,35,11,12,43,23,0,8,36,0,11
evm.TU.chromosome_12.3251,30,0,24,17,0,0,41,5,0,7,27,9,0,32,0,5,21,20,0,5
evm.TU.chromosome_12.3252,460,0,52,470,11,25,605,182,16,251,475,161,20,260,201,33,386,280,45,17
evm.TU.chromosome_12.3253,83,0,17,11,3,0,5,82,15,27,69,19,22,58,44,0,54,26,1,5
evm.TU.chromosome_12.3254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
evm.TU.chromosome_12.3255,31,0,21,6,0,0,7,4,0,14,15,0,0,12,8,4,41,29,0,0
evm.TU.chromosome_12.3256,338,0,160,48,0,25,54,58,18,261,190,167,252,219,207,9,109,297,0,4
evm.TU.chromosome_12.3257,0,0,0,0,0,0,0,0,0,4,0,0,12,0,0,0,9,0,0,0
evm.TU.chromosome_5.2455,143,0,161,36,0,57,134,68,44,178,109,42,85,65,125,26,68,29,21,0
evm.TU.chromosome_11.58,48,0,34,0,0,7,64,67,4,55,52,10,47,6,26,6,37,23,0,0
evm.TU.chromosome_11.59,4080,0,8136,2059,62,819,2184,2560,748,3968,2999,1916,2561,9081,2644,769,2564,1833,314,188
evm.TU.chromosome_11.54,7,0,0,0,0,0,0,0,0,0,2,14,3,8,0,0,4,17,0,0
evm.TU.chromosome_11.55,4,0,2,0,2,2,0,0,6,0,2,0,0,0,2,0,17,0,0,0
evm.TU.chromosome_11.56,267,0,336,75,8,144,371,233,57,330,130,117,356,258,229,44,191,245,2,30
evm.TU.chromosome_11.57,49,0,37,9,0,1,109,54,27,57,84,21,42,58,28,8,78,41,2,0
evm.TU.chromosome_11.50,81,0,118,0,0,3,53,72,3,53,90,19,48,80,25,3,69,73,0,0
evm.TU.chromosome_11.51,21,0,11,0,0,4,0,7,9,8,73,14,0,7,8,0,0,0,0,0
evm.TU.chromosome_11.52,1,0,0,0,0,0,5,0,0,15,0,0,0,4,10,0,13,0,0,0
evm.TU.chromosome_11.53,5,0,16,36,0,2,4,0,0,13,10,13,4,30,2,6,5,0,2,3
evm.TU.chromosome_2.542,0,0,0,6,0,0,0,2,0,0,0,0,0,4,4,0,0,0,0,4
evm.TU.chromosome_2.543,0,0,0,0,0,7,4,0,0,0,0,0,7,4,11,0,0,0,0,0
evm.TU.chromosome_2.540,0,0,15,3,4,6,22,19,3,22,0,3,13,0,12,5,8,2,0,3
evm.TU.chromosome_2.541,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_2.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_2.547,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0
evm.TU.chromosome_2.544,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_2.545,0,0,27,0,0,0,7,4,0,11,0,0,9,7,3,0,0,0,0,0
evm.TU.chromosome_2.548,8,0,0,0,0,0,4,0,0,0,0,4,0,0,1,0,0,3,0,0
evm.TU.chromosome_2.549,12,0,44,10,1,11,39,12,8,14,5,3,14,24,25,2,12,8,11,0
evm.TU.chromosome_2.1564,0,0,22,0,0,0,47,13,0,20,0,18,18,31,41,0,65,58,0,0
evm.TU.chromosome_14.368,2,0,2,12,2,22,4,1,0,7,2,4,2,27,1,8,0,4,0,0
evm.TU.chromosome_14.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.364,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0
evm.TU.chromosome_14.365,0,0,3,0,3,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0
evm.TU.chromosome_14.366,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,4,0,2,0,0
evm.TU.chromosome_14.367,0,0,0,0,0,9,0,0,0,10,0,0,0,7,0,0,0,5,0,0
evm.TU.chromosome_14.360,9,0,4,0,0,0,5,8,0,16,0,14,0,8,15,0,10,9,0,0
evm.TU.chromosome_14.361,6,0,64,22,24,14,12,31,25,19,38,5,3,27,16,0,2,47,11,0
evm.TU.chromosome_14.362,6,0,4,0,0,0,2,6,0,8,5,3,6,6,3,0,0,2,0,0
evm.TU.chromosome_14.363,18,0,8,0,0,0,0,0,0,10,8,3,0,14,41,0,53,21,0,0
Tyr_3100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyr_3101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyr_3102,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Tyr_3103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyr_3104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyr_3105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_10.731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
evm.TU.chromosome_3.1057,553,0,3524,199,14,257,1111,589,117,751,1011,525,499,539,937,117,878,661,35,60
evm.TU.chromosome_3.1056,38,0,7,18,0,2,25,13,0,31,59,2,76,7,16,4,20,20,0,0
evm.TU.chromosome_3.1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_3.1054,1,0,8,0,0,3,5,6,0,1,5,0,0,1,3,0,4,0,0,0
evm.TU.chromosome_3.1053,2,0,23,0,0,1,3,3,0,0,10,2,4,3,3,0,13,2,0,0
evm.TU.chromosome_10.3155_evm.TU.chromosome_10.3156,216,0,828,229,29,218,521,617,119,525,576,363,583,359,348,52,454,319,67,35
evm.TU.chromosome_3.1051,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0
evm.TU.chromosome_3.1050,3,0,3,0,0,0,0,6,0,4,4,0,0,19,15,0,4,6,0,0
evm.TU.chromosome_2.1566,0,0,0,0,0,0,0,11,20,3,0,0,16,0,0,0,0,4,8,7
evm.TU.chromosome_3.1059,0,0,12,0,0,0,0,0,1,0,2,0,25,0,0,0,8,0,0,0
evm.TU.chromosome_3.1058,287,0,374,4,0,97,195,345,13,389,168,137,331,304,255,15,304,164,11,22
Met_4452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Met_4453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Met_4450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Met_4451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_4.463,49,0,208,80,6,122,29,174,85,143,51,51,180,201,31,25,25,21,18,8
evm.TU.chromosome_14.446,434,0,286,344,9,83,201,292,85,71,343,106,174,136,40,63,22,249,60,47
evm.TU.chromosome_7.2649,23473,0,19919,6600,373,5325,8053,33456,1687,11975,21417,8379,21439,16963,17010,1929,12828,19065,1172,1960
evm.TU.chromosome_7.2648,519,0,386,11,28,26,77,55,15,112,448,66,58,86,155,35,54,45,8,12
evm.TU.chromosome_7.2647,667,0,2291,45,16,161,376,668,34,346,668,217,487,730,626,118,534,519,7,55
evm.TU.chromosome_7.2646,2123,0,3789,233,28,108,970,2034,70,1098,1627,996,1768,2024,1680,192,1316,742,38,215
evm.TU.chromosome_7.2645,75,0,285,99,0,13,61,86,11,117,91,67,57,94,122,18,37,54,3,9
evm.TU.chromosome_7.2644,0,0,172,231,0,0,315,185,0,4,0,3,83,436,0,0,48,9,0,6
evm.TU.chromosome_7.2643,0,0,77,5,0,0,11,4,0,17,0,9,6,0,13,0,0,22,0,0
evm.TU.chromosome_7.2642,0,0,0,24,0,13,76,33,11,85,48,10,35,33,66,8,95,28,0,0
evm.TU.chromosome_7.2641,391,0,32,34,4,26,356,41,10,387,293,234,193,116,171,38,185,156,11,10
evm.TU.chromosome_12.2166,3781,0,4598,1784,240,827,2920,2389,587,2032,4801,1695,2501,5105,5793,857,4016,3845,354,321
evm.TU.chromosome_2.1568,0,0,0,0,0,0,0,0,0,11,3,10,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.160,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.56,255,0,508,104,22,49,314,356,57,99,147,112,565,156,118,8,223,164,36,34
evm.TU.chromosome_13.57,52,0,111,5,22,10,54,49,2,19,37,25,40,19,25,6,36,18,0,0
evm.TU.chromosome_13.54,366,0,612,16,0,143,369,247,0,267,158,151,240,492,237,24,279,78,0,28
evm.TU.chromosome_13.55,228,0,412,32,4,88,259,210,22,201,88,99,245,295,150,12,234,165,0,21
evm.TU.chromosome_13.52,480,0,1259,286,0,402,613,962,177,569,635,356,653,508,517,110,535,374,24,38
evm.TU.chromosome_13.53,29,0,86,6,5,22,147,70,27,46,25,26,51,55,56,0,58,36,0,5
evm.TU.chromosome_13.50,68,0,210,45,0,38,71,120,0,89,108,47,138,103,86,7,86,88,0,7
evm.TU.chromosome_13.51,189,0,202,271,14,36,439,339,404,317,207,169,268,140,211,87,225,204,80,17
evm.TU.chromosome_8.1034,350,0,86,52,0,20,191,195,36,507,335,97,77,221,358,27,283,106,16,39
evm.TU.chromosome_5.2029,0,0,7,0,0,0,4,0,0,13,0,13,0,0,26,0,10,0,0,0
evm.TU.chromosome_5.2028,0,0,10,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0
evm.TU.chromosome_13.58,202,0,259,0,0,28,168,195,49,228,154,99,165,257,152,21,118,175,0,0
evm.TU.chromosome_13.59,60,0,358,37,0,52,148,273,85,110,157,87,203,124,101,22,94,121,33,11
evm.TU.chromosome_14.588,68,0,94,0,0,0,0,0,0,0,0,63,136,0,5,0,5,0,12,0
evm.TU.chromosome_14.589,42,0,8,0,0,27,0,0,0,0,0,8,77,36,105,0,182,44,0,7
evm.TU.chromosome_12.3928,393,0,629,195,39,95,324,199,55,240,1489,115,376,317,208,20,556,78,114,25
evm.TU.chromosome_12.3929,4075,0,3640,1093,171,946,1141,1596,90,1057,4403,787,1106,3100,869,268,3836,1215,352,305
Ala_2230,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
evm.TU.chromosome_14.580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.581,1,0,4,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0
evm.TU.chromosome_14.582,37,0,31,0,0,14,21,10,10,24,33,9,13,33,19,0,31,0,6,12
evm.TU.chromosome_14.583,919,0,988,105,25,181,370,388,47,1444,959,352,530,422,590,82,425,280,76,61
evm.TU.chromosome_14.584,2,0,26,0,0,8,6,24,0,0,0,0,22,0,0,0,0,14,0,0
evm.TU.chromosome_14.585,2,0,40,13,0,12,0,44,0,0,0,19,25,0,5,0,15,0,0,0
evm.TU.chromosome_14.586,0,0,142,0,0,51,0,189,0,44,63,33,68,0,27,0,0,0,0,0
evm.TU.chromosome_14.587,84,0,95,46,0,0,9,0,0,32,23,67,33,10,34,15,16,34,0,0
evm.TU.chromosome_8.1035,0,0,2,0,0,0,5,6,0,4,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_5.2217,1636,0,3360,1467,30,228,1567,2670,144,1244,1601,1291,2133,446,802,130,640,298,63,148
evm.TU.chromosome_7.2534,20,0,22,0,5,6,94,48,18,0,15,28,0,0,33,12,46,245,0,5
evm.TU.chromosome_9.1771,509,0,1431,76,0,279,597,990,52,384,421,218,840,384,445,56,537,369,9,54
evm.TU.chromosome_6.159,118,0,191,15,0,39,123,114,16,130,121,71,111,133,92,14,112,71,0,6
evm.TU.chromosome_6.158,31,0,42,10,0,15,73,88,0,33,45,28,24,57,17,14,42,47,0,6
evm.TU.chromosome_6.155,11393,0,13402,13622,595,1358,8506,11992,3515,4894,28467,2911,8422,6014,5128,1058,5770,9614,2721,870
evm.TU.chromosome_6.154,10012,0,7879,12329,725,1627,8173,6880,1328,3937,23390,2455,6444,4961,5071,1279,5633,10073,2008,642
evm.TU.chromosome_6.157,29,0,43,0,0,22,42,18,0,51,16,28,6,25,21,0,0,24,0,0
evm.TU.chromosome_6.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_6.151,9666,0,7531,22488,578,2481,5172,8370,2010,5201,4652,2617,8451,2094,2792,1440,3864,9457,2963,289
evm.TU.chromosome_6.150,7145,0,2448,2739,298,660,1707,2035,588,3241,9530,1366,1930,923,2101,179,2103,2749,1087,212
evm.TU.chromosome_6.153,1,0,8,0,2,1,15,6,1,3,6,3,4,8,3,2,1,0,1,0
evm.TU.chromosome_6.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
evm.TU.chromosome_1.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.979,82,0,468,140,0,31,200,442,59,165,133,95,361,115,177,34,137,54,16,13
