,kallisto.trimmed.AST-1065_R1_001.fastq.gz,kallisto.trimmed.AST-1105_R1_001.fastq.gz,kallisto.trimmed.AST-1147_R1_001.fastq.gz,kallisto.trimmed.AST-1412_R1_001.fastq.gz,kallisto.trimmed.AST-1560_R1_001.fastq.gz,kallisto.trimmed.AST-1567_R1_001.fastq.gz,kallisto.trimmed.AST-1617_R1_001.fastq.gz,kallisto.trimmed.AST-1722_R1_001.fastq.gz,kallisto.trimmed.AST-2000_R1_001.fastq.gz,kallisto.trimmed.AST-2007_R1_001.fastq.gz,kallisto.trimmed.AST-2302_R1_001.fastq.gz,kallisto.trimmed.AST-2360_R1_001.fastq.gz,kallisto.trimmed.AST-2398_R1_001.fastq.gz,kallisto.trimmed.AST-2404_R1_001.fastq.gz,kallisto.trimmed.AST-2412_R1_001.fastq.gz,kallisto.trimmed.AST-2512_R1_001.fastq.gz,kallisto.trimmed.AST-2523_R1_001.fastq.gz,kallisto.trimmed.AST-2563_R1_001.fastq.gz,kallisto.trimmed.AST-2729_R1_001.fastq.gz,kallisto.trimmed.AST-2755_R1_001.fastq.gz
::chromosome_11:3470496-3472741,0,0,0,0,0,2.05024,0,0,0,6.92257,0,0,0,1.71651,0,0,0,0,0,0
::chromosome_7:22603121-22606349,230.146,0,212.869,12.629,9.27127,55.5448,79.3806,11.9241,74.8528,20.6484,332.729,2.13077,29.3492,60.0239,69.1337,19.2596,130.568,240.645,7.35035,0
::chromosome_1:9081237-9088458,190.656,0,234.713,157.841,11.0123,95.7177,186.977,450.201,75.2908,255,292.03,124.756,276.751,212.573,166.115,56.9074,166.105,177.89,41.014,30.0957
::chromosome_11:23782842-23789897,41.4975,0,82.2329,65.4228,10.4669,26.3072,80.2311,50.905,40.3435,120.418,45.1276,61.3168,88.6497,46.4504,79.0494,9.49623,89.1474,119.322,37.2963,3.45054
::chromosome_9:28768844-28769447,0,0,0,0,0,2.06747,0,9.94E-09,0,0,0,1.25328,0,0,0,1,0,0,0,0.5
::chromosome_11:14006568-14011745,149.011,0,193.068,249.078,16,64.1029,123.195,246.038,62,219.682,266,128.105,217.335,141,276.013,34.0042,206.135,279.166,23,12
::chromosome_13:4382719-4385260,35.6815,0,5.24221,0,0,17.3842,11.652,74.3111,1,20.6809,14.8816,9.21886,16.0874,41.4778,18.2459,11.2562,6.31484,29.4119,0,1.10916
::chromosome_11:26518896-26521791,1.43474,0,119.497,68.4088,11.2739,28.3328,52.0933,124.089,45.6392,94.5477,82.3262,7.59548,47.8317,43.9232,43.6425,31.7922,92.9897,47.1074,6.25422,3.45457
::chromosome_11:21669026-21675967,166.983,0,21.355,238.131,20,10.38,164.793,5.09047,112.213,86.723,248.3,86.8362,48.5678,85.498,444.344,90.414,123.579,231.159,71.608,49.6041
::chromosome_4:6459137-6468511,70.9786,0,241.258,38.0979,3,86.8687,70.6,118.77,13.0722,94.4653,27.5549,66.4916,125.042,483.403,412.639,29.9366,74.6152,120.934,8.22974,10.0434
::chromosome_13:1446096-1446867,14.8051,0,18.7004,0,0,5,4,23.7715,1,3.78082,2,10,1,45.4948,1,0,16.502,4,1,0
::chromosome_1:3198120-3212012,85.3613,0,1681.32,103.502,8.09477,447.785,120.392,358.979,25.2776,108.788,118.379,160.272,349.798,65.1266,92.5205,79.9476,64.3511,1455.46,20.7771,14.2542
::chromosome_14:39308766-39309675,90,0,158,30,0,40,157,111,7,109,123,83,151,79,120,12,155,75,5,14
::chromosome_10:7389561-7389860,0,0,0,0,3.71991,13.8763,0,0,0,0,0,0,0.618425,0,30.7547,0.273853,0,0,0,0
::chromosome_11:14116566-14119328,163,0,272,20,2,48,135,153,28,211,163,80,139,154,136,26,108,94,4,12
::chromosome_7:1089668-1093977,176.2,0,227.457,197.798,11,48,116.623,115.084,75.0896,88.3485,169.298,49,125.135,117.946,106,62.2079,84.1095,122.406,90.3597,17.1765
::chromosome_11:2794076-2798701,35.9634,0,45.7277,14.0671,1,8.00805,17.0326,61.2613,0,40.0943,43.2737,13.368,19.0044,59.8507,35.0351,13.4035,27.0459,16.4886,7.01612,0
::chromosome_10:33285270-33285783,8,0,18,12,0,1,13,29,1,7,4,5,3,6,9,4,7,4,0,3
::chromosome_11:19402313-19407522,1.03026,0,4.4379,22.0979,12,7.20786,2.29927,10.9006,0,22.9455,24.7744,3.1777,5.3072,5.28825,2.16109,10.8832,5.20891,7.46056,0,0
::chromosome_3:11577599-11577821,0,0,0,0,0,0,0,0,0,0,0.722146,0,0,0,0,0,0.0221617,0,0,0
::chromosome_10:18434087-18435886,0,0,0,0,0,0,0,0,0,0,1.01058,0,4,0,0,0,2,0,0,0
::chromosome_6:9597724-9599710,46.3303,0,236.721,7,3.75155,213.034,61.9928,169.408,11,13.5328,60.306,63.3052,211.332,23.9456,453.452,0.346212,108.558,97.6065,7,2.51484
::chromosome_10:30846641-30855401,66.687,0,272.851,117.343,18.0879,106.57,191.569,238.533,127.074,116.345,137.23,129.31,213.196,111.664,154.122,17.8244,116.095,112.191,46.7026,8.47922
::chromosome_5:12805637-12808768,9.15443,0,13.4946,15.0137,0,0,7.49623,2.12534,3.1624,5.24811,5.17763,1.00324,29.6939,6.60882,5.43087,0,1.05526,8.08616,0,0
::chromosome_8:8556682-8559401,3.03691,0,2,12.2219,17.4513,2.02567,5,4.0104,55.109,20,9.0105,2,7.10061,1,2.05054,1.01598,2,2.03686,3.28843,0
::chromosome_2:13133766-13137640,8.0107,0,7.89579,6.46171,0,2.38535,41.5522,14.598,13.2925,5.28718,7.64007,5.11371,3.80758,9.13821,10.8547,3.27271,13.3897,20.8762,14.1186,0
::chromosome_7:6123980-6132596,16543,0,18879,9508,838,4421,17269,12307,6390,12538,19936.7,10739,19461,16017.7,16055,3583.75,15502,13382,2374,1447
::chromosome_13:4659746-4671410,237.09,0,683.179,119.694,10.5049,114.563,320.251,455.978,60.5867,260.897,134.19,169.527,290.08,305.366,232.357,32.7228,201.343,138.086,7.08723,25.5831
::chromosome_9:9453702-9467815,78.1736,0,191.473,126.321,8.137,30.4577,219.301,319.739,240.76,9.1161,6.31578,122.077,3.46609,140.792,42.5261,25.9722,60.928,69.7435,28.9361,17.4105
::chromosome_11:22442808-22443738,0,0,0,1,0,1,0,0,0,0,0,0,1,2.07E-05,1.13763,0,0,0,0,0
::chromosome_4:18519872-18527521,123.708,0,205.83,12.5608,2,53.503,76.7079,90.1014,9.26097,40.1962,58.6591,39.494,83.1081,85.687,69.5332,14.7298,98.5707,44.0323,3.10767,7.08111
::chromosome_3:7257607-7263745,193.784,0,322.281,53.7337,1.03017,49.8619,45.863,108.739,53.9411,126.721,90.2565,58.1584,32.4426,70.9678,101.78,24.4873,34.7035,110.191,3.31983,3.11999
::chromosome_14:25100729-25107917,3.47406,0,3.58907,0,0,11.0705,2.20614,0,32.314,9.55977,1.2434,3.53453,1.04708,5.47095,10.2725,0,1.20753,0,0,1.23393
::chromosome_14:26501308-26503471,2,0,3,0,0,0,0,1,0,0,0,0,2,0,2,2,1,1,0,0
::chromosome_6:27089638-27092231,1.00313,0,7.10625,11.0676,0,0,10.1038,1.50466,8.9831,0,0,0,1.01547,2.17389,0,0,6.84446,11.4559,0,0
::chromosome_6:25149953-25164033,135.542,0,232.181,26.2888,1.37907,88.9588,134.982,232.957,22.7151,161.284,88.4489,94.7153,189.104,204.591,113.842,23.394,156.931,74.4891,13.2445,15.0918
::chromosome_6:17528250-17542940,601.72,0,1070.26,679.241,146.549,367.737,700.851,592.046,113.435,435.858,1161.36,369.847,683.385,1137.11,564.422,142.087,778.467,589.357,175.242,74.0169
::chromosome_3:9524819-9526910,8.04275,0,6.84018,6,0,3.56357,9.52466,3,2.2048,6.68259,5.05848,8.60495,4,1.08565,3.55841,1,5.2434,5.01715,0,1
::chromosome_1:15787113-15793657,19.1291,0,11.3035,1.0723,1.01461,31.9521,18.1538,20.2174,28.2291,58.6076,17.964,7.52073,36.0759,24.6649,35.0904,8.97955,46.662,3.33579,0,1.03994
::chromosome_14:49872919-49891808,161.76,0,295.181,25.0565,12.4467,43.3588,257.043,140.703,74.0292,113.863,88.2972,89.5188,165.532,86.4836,98.9914,26.3282,94.1699,96.1761,11.2721,6.3399
::chromosome_14:45147298-45155589,491.461,0,1223.62,367.042,36.2981,174.287,718.919,712.127,148.614,1000.31,786.11,608.336,582.693,609.797,669.086,135.968,783.46,589.795,102.524,77.7208
::chromosome_3:4768547-4785417,109.009,0,535.873,61.8925,6,59.9373,176.951,188.296,44.4957,90.5613,200.015,157.602,93.3243,139.938,251.589,35.5401,170.615,239.121,20.2523,36.1644
::chromosome_11:11881625-11882864,38,0,24,0,0,16,34,42,9,35,13,10,11,70,15,2,11,30,0,1
::chromosome_10:22329239-22339016,458.531,0,502.852,268.662,39.9367,61.6467,249.457,418.72,231.026,408.818,431.466,214.091,365.262,337.735,303.364,82.6404,380.68,216.118,143.607,61.6434
::chromosome_9:20769759-20771529,2,0,2.10935,0,0,0,1,13,0,1.03412,0,0,3,2,0,0,3.46771,2,0,1
::chromosome_2:1257505-1260075,55,0,13,237,13,9.51045,103,47,15,100,133,81,10,70.7692,84,60,46,129,12,11
::chromosome_14:20329704-20331246,17,0,38.8351,6.31843,0,0.163832,7.25422,18,1.37501,12.6578,35.7809,8.46743,28.7197,32.1439,11.896,8.8724,28.7429,0,1,3.64675
::chromosome_14:26122438-26124286,3,0,8.08835,2,0,0,3.51926,16.189,1.78225,5.02972,0,25.1121,1,1,14.3273,0,4.92498,1,0,5.85742
::chromosome_7:10729734-10740761,61.5158,0,247.83,10.5454,1.0575,36.9177,94.7798,167.718,33.478,91.8222,62.5715,25.3832,78.4578,80.9912,75.8602,6.5106,104.86,62.2169,4.0182,11.2141
::chromosome_7:2320137-2323670,121.921,0,165.09,27.6787,2.01333,36.0849,95.042,123.179,28.28,121.258,83.7792,69.7768,146.991,84.5918,81.8679,17.3613,87.9704,45.2263,2.0081,8.07082
::chromosome_6:26396575-26398245,0,0,1.04982,1.00429,0,0,9.15323,3.01948,1,1.77615,1.24954,2,2,2.05505,8.67633,0,5,0,0,0
::chromosome_12:6868046-6868991,16,0,22,3,0,6,13,9,0,10,13,5,3,36,11,3,7,10,3,4
::chromosome_5:24456775-24457165,29,0,31,20,0,14,30,40,7,12,34,19,35,29,30,8,21,25,2,1
::chromosome_12:42334363-42334903,13,0,9,2,0,0,4,1,3,5,8,3,8,8,3,2,2,6,0,3
::chromosome_6:4397497-4412325,56.5362,0,126.735,68.1268,24.1522,21.2241,112.448,169.259,44.9797,37.8889,73.9707,50.437,39.0906,52.9459,155.49,53.4429,70.3239,101.498,11.9301,3.04456
::chromosome_14:27430367-27430835,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_2:11621065-11621272,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
::chromosome_8:18563045-18581186,54.6195,0,53.7422,54.6891,0,20.7407,19.5302,117.015,14.3921,69.6429,49.5914,30.6862,38.8962,18.4507,12.4058,1.01734,36.901,70.9366,10.457,3.01745
::chromosome_1:4457100-4459465,24,0,11.0087,5,6,1,17,17,8,24,7,4,3,18,10.7393,1,17,10.2583,0,1
::chromosome_4:27027000-27035514,81.4084,0,112.173,28.6942,3.01783,28.2448,120.681,97.7667,22.9311,111.238,79.9341,81.1812,91.2362,126.95,50.5705,6.01109,67.7581,73.367,4.00284,2.09446
::chromosome_12:116043-118282,267,0,333.434,241.576,24,77.1531,268.241,291.26,136,279,281.13,173,290,200.162,221.157,48,194,212,59.9279,31
::chromosome_6:17250885-17252189,9,0,45,77,0,19,93,27,22,68,16,63,30,89,63,4,31,74,5,17
::chromosome_6:26011586-26012777,103,0,27,22,2,10,27,64,21,36,78,15,12,24,22,1,22,37,2,4
::chromosome_10:27031584-27034131,4.01287,0,0,1.00362,0,0,3.04962,0,0,2.02117,1.1267,0,0,0,0,0,3.01207,0,0,0
::chromosome_7:9712137-9725129,273.956,0,414.031,82.8531,5.02034,111.841,202.301,159.679,37.3917,228.563,189.961,87.236,305.282,223.015,174.408,15.432,144.541,177.726,58.8332,36.3589
::chromosome_14:47810969-47812352,17,0,13,30,6,5,13,19,5,25,26,11,21,27,20,1,10,7,0,1
::chromosome_12:38690215-38692596,34.4336,0,0,26.6831,0,2.50865,15.3078,8.09272,1.45712,15.9149,25.9537,6.2669,15.2633,14.5768,13.5696,0,20.9053,3.45442,1.38321,17.5535
::chromosome_8:13972166-13972652,2,0,0,0,0,4,5,6.53248,0,9,2,2,0,5.46925,4,0,0,2,0,0
::chromosome_8:19374247-19382262,3.00036,0,13.0023,0,4,2,2.06328,3.00023,0,23.1079,18.0521,0,0,9.06773,2.01603,6.55389,2.0036,9.1786,0,0
::chromosome_7:5640524-5641148,0,0,9.62986,0,0,0,0.776146,0,0,2.86401,1.74969,0,0.388581,3.24902,0,0,1.27349,4.76267,0.404794,0
::chromosome_1:11319728-11322734,292,0,524,7,7,135,354,259.361,20,328,280,118.309,405,303,314,38,276,192,8,34.4893
::chromosome_1:13879589-13879889,0,0,0,1.06213,0,1,4,1.13779,0,1,0,0,0,2,0,2,2,0,0,0
::chromosome_2:8616523-8625035,52.8348,0,17.2367,3.06604,7.54347,8.29606,29.2507,37.5783,0,20.2933,63.3786,22.5302,14.1832,15.4089,26.9112,1.02877,24.5994,23.8681,8.1689,0
::chromosome_14:39951314-39954215,20,0,19.7657,0,0,15,29,29,10,13,14,3,48.8118,10,9,6,9.41732,19,0,1
::chromosome_14:37351063-37351361,0,0,3.02736,2.85744,0,1.55858,19.2415,0,11.177,6.07529,6.83676,0,0,1.20142,1.19497,0,0,1.19192,0,1.23885
::chromosome_7:8934399-8935569,69.1676,0,85.1179,33,6,50.1939,51.3512,48.4432,2,28.2206,40.3501,40.4232,67.9667,6.10871,36,23.1711,57.1585,30.1281,3,4
::chromosome_13:5049824-5056548,59.8223,0,133.214,34.5956,0,55.0825,94.586,84.1579,16.576,130.672,131.864,54.6992,162.605,78.9432,94.2475,8.28413,116.257,85.8829,2.02876,2.01722
::chromosome_2:4879838-4883110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_11:26451163-26454664,178.823,0,275.626,24.1473,6,48.1239,127.613,146.407,22.0163,125.877,145.992,77.1312,166.709,92.6203,101.183,19.0911,89.056,118.26,0,2
::chromosome_12:19957657-19969733,229.175,0,270.851,50.4733,1.33488,67.6234,249.503,297.193,27.6347,199.528,185.553,102.314,244.64,188.992,176.803,37.9477,222.289,150.77,8.05547,14.6698
::chromosome_12:42349281-42356470,187.363,0,565.984,130.019,16.9377,106.231,263.986,235.342,68.4809,194.078,445.581,121.778,225.399,302.455,205.325,49.7006,140.553,175.028,61.2452,24.0009
::chromosome_8:14195932-14196562,5.2688,0,25,6.22877,3,5.29502,0,9.73033,0,0,18.7305,13.8177,27.3346,1.04755,2.06377,0,7.43609,13.1236,0,2.71708
::chromosome_11:1952688-1961788,122.032,0,106.448,39.9943,8.64181,46.3293,124.028,89.2918,3.36313,78.6895,57.5245,57.7107,131.669,102.392,86.7593,34.3637,82.2706,35.3622,7.62424,2.58443
::chromosome_5:24280994-24285389,40.8068,0,35.0127,40.0717,2,23.1399,39.4241,32.5459,24.7207,25.9057,91.9483,13.5378,27.5919,26.457,27.2069,5.25729,27.3065,54.8243,10.0156,0
::chromosome_6:21358114-21358443,0,0,1.15756,0,0,3,0,0,0,4.19699,0,0,1,0,0,0,3.15616,0,0,0
::chromosome_5:11497037-11500694,43.6352,0,28.1842,16.3058,1.37731,7.34937,49.2812,24.2575,101.872,10.1627,23.0758,30.5748,3.93051,30.3382,23.9785,5.80197,6.27259,7.56695,0,0.898505
::chromosome_1:13708853-13710866,54.1105,0,109.886,12.0497,2,25.3046,33.1153,34.7877,9.12735,65.0757,87.641,38.2366,28.1945,50.8089,59.2158,11.5413,37.2642,43.0369,0,2
::chromosome_14:3455313-3455721,0,0,1,0,0,0,0,6.29814,0,0,0,0,0,4.87356,0,0,0,0,0,0
::chromosome_3:2529248-2535235,202.578,0,1717.69,1006.26,112.679,344.117,380.837,277.184,75,193.458,684.592,460.643,384.51,870.882,1549.38,100.787,266.418,454.843,113.718,76.8624
::chromosome_13:31615385-31616261,16,0,230.914,0,0,65,5,12,0,20,11,13,21,71.9996,122,0,15,12,0,0
::chromosome_12:2437142-2438283,165,0,460,128,9,67,171,284,59,163,201,162,232,96,125,34,118,122,26,3
::chromosome_11:25997888-25999997,0,0,9,3,0,4,5,2,0,4,2,0,2,5,8,0,3,1,0,1
::chromosome_4:18482136-18491674,592.731,0,641.709,415,33.7643,215.083,595.647,552.996,344.155,746.364,621.395,306.102,578.301,523.763,460.939,91.2469,449.451,432.962,110.031,19
::chromosome_12:4077993-4083806,570.264,0,2201.73,676.484,35,487.455,1144.04,1538.95,322.308,882.627,1232.94,530.049,1728.98,567.802,570.332,145.995,879.907,654.296,181.572,54.1223
::chromosome_2:20465208-20467473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_1:1876514-1877925,0,0,6.98417,0,0,2.70963,9.91376,3.81937,4.85248,9.8117,0,0,6.37168,3.91135,7.79439,0,3.51452,0,0,0
::chromosome_8:29750682-29754488,1809.52,0,4207.64,1694.08,132.248,346.705,2240.32,1419.66,746.868,1990.22,2874.42,2410.96,1646.76,2287.19,2001.09,487.401,1612.72,1313.08,412.205,223.415
::chromosome_10:13868797-13869460,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
::chromosome_8:176050-176461,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1.83501,0
::chromosome_6:29828159-29840283,120.199,0,381.741,187.6,30.2946,127.335,283.014,530.064,133.826,213.206,231.896,137.654,338.392,172.995,155.299,78.923,141.936,179.819,30.7378,12.4672
::chromosome_3:2930098-2930587,1,0,10,2,0,2,10,5,0,0,12,15,6,8,3,6,0,0,0,0
::chromosome_11:24545866-24548717,31.2574,0,14.3566,1.00229,1,5.00331,5.00387,6.22037,1.00235,9.00494,3.00147,3,4.03583,6.01459,8.27011,0,4.00342,7.01196,0,0
::chromosome_7:8517627-8518056,9,0,2,0,0,3,5,1,0,12,14,7,4,2,8,2,9,0,0,0
::chromosome_7:14323130-14330546,416.075,0,1009.11,29.0136,3,211.427,440.06,494.332,54,336.058,265.22,270.078,434.041,279.87,245.333,30.0182,535.075,268.086,11,50.0399
::chromosome_14:41740070-41740780,4,0,33,6,5,13,18,12,16,62,6,6,27,2,4,0,7,8,1,1
::chromosome_8:4593958-4595239,28,0,4,16,0,0,17,6,7.2675,17,10.0808,8.07919,4,8,7,2,9,25,0,0
::chromosome_8:14296239-14301605,0,0,181.92,5.08329,7.83426,2.64872,8.68374,16.8097,2,3.18846,6.56273,3.55931,4.54724,15.2506,10.9055,0,0,57.4857,0,1.49685
::chromosome_2:16771710-16772265,8,0,3,2,1,0,14,3,0,16,6,0,6,0,5,2,2,11,8,0
::chromosome_4:20550721-20553501,405,0,307,335,35,175,75,233,104,395,255,156,273,152,222,171,351,146,92,16
::chromosome_5:19635949-19636164,0,0,0,3,0,0,1,2,0,0,1,1,0,1,0,0,0,0,0,0
::chromosome_11:33019627-33024359,80.2637,0,66.3687,73.596,6.02787,14.2869,84.4504,55.5664,30.5032,72.9304,116.564,51.2719,204.585,71.5031,43.1367,27.3097,108.246,69.412,12.0768,10.0223
::chromosome_10:8432780-8433191,0,0,2,0,0,2,1.00813,1,3,0,1,2,1,1,1,0,1,0,0,0
::chromosome_12:20336719-20344302,63.8816,0,164.585,18.807,17.3547,47.0696,80.0509,112.02,9.13498,52.7134,74.5303,50.7482,81.1077,85.2062,65.4289,8.44284,60.6054,45.9886,9.33221,6.54184
::chromosome_2:18897835-18905215,339.904,0,511.499,218.16,33.4036,90.5159,287.144,484.314,114.159,438.565,595.776,227.166,369.579,442.543,276.302,104.185,244.347,383.779,102.386,65.1871
::chromosome_12:33669784-33696640,615.818,0,1147.03,135.855,35.4645,204.216,493.532,698.495,101.213,622.592,668.705,375.107,785.393,777.888,507.197,99.5254,673.661,379.783,33.5672,50.1223
::chromosome_14:14244475-14244952,0,0,0,4.9702,0,0,0,0,0,0,0,1.11581,0,0,0,0,0,0,0,0
::chromosome_14:15961144-15961528,0,0,6,0,0,0,0,1,0,0,0,2,0,3,0,0,0,1,0,0
::chromosome_3:1798190-1800600,1.28588,0,49.7211,2.42739,8.10907,0,0,1.10536,0,21.0684,69.2328,10.5923,51.5264,53.6636,19.1963,14.7624,50.8351,1.17367,4,0
::chromosome_10:30261583-30264646,7.0076,0,51.0747,5,0,2,10.0055,4.04152,8,10.045,4.15617,4.02181,10,8.08002,0,2,3.01641,21,0,0
::chromosome_7:2687907-2689622,63,0,107.982,8,0,2,32,14,0,62,60,25,18,52,40,5,62,49,0,3
::chromosome_4:9865576-9869906,9.16331,0,12.6059,2.05587,1.17626,1.04608,6.18851,10.4677,1.34172,19.0882,7.09889,8.94879,2.11085,2.17284,41.5676,0,13.4334,3.06009,0,0
::chromosome_13:9864160-9880464,158.762,0,707.204,138.863,0.00342791,105.937,210.832,17.1472,18.1199,379.519,217.389,122.389,500.722,8.31271,151.954,0.000213714,116.455,61.3724,43.685,1.82E-05
::chromosome_4:26672502-26676167,1547.92,0,2493.36,931.802,57,696.963,1727.29,2019.84,837.988,1613.22,2029.07,1152.97,1854.71,1418.3,1202.83,329.176,1394.84,1248.64,206.158,212
::chromosome_4:14034619-14034943,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0
::chromosome_9:6237894-6238347,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_12:19840378-19841835,6.11829,0,15.4543,6,0,3,8,6.96256,0,16.248,14,10,6,16.2282,2,0,18.4875,4,8,1
::chromosome_7:18175316-18177293,15,0,3,4,0,0,9,3,0,8,1,0,0,3,8,0,2,5,0,0
::chromosome_12:11208275-11208950,0,0,1.10714,0,0,3.12566,0,0,0,0,0,0,0,0,0,0,0,0,7,0
::chromosome_3:19724604-19727575,292.583,0,846.833,58,5,121.446,264,501.643,52,323,219,187,465,246.018,237,33,215,203,13,17
::chromosome_13:9481615-9492941,60.4107,0,177.585,1.03203,1.13963,24.7728,41.4377,56.2141,38.7051,33.32,33.8489,16.8497,38.8805,50.8178,30.5827,8.29795,28.6657,31.9528,6.27063,5.16141
::chromosome_14:26087533-26088733,34.5024,0,9.4252,1,1,0,1.26944,1.48706,0,0,17.3472,0,0,61.8994,31.6747,0,0,34.2827,0,2.80765
::chromosome_14:21201685-21202207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
::chromosome_3:10963255-10972486,426.118,0,334.597,108.664,19.8026,45.0426,261.087,175.626,149.472,355.455,485.542,190.894,247.109,374.854,388.203,42.2778,279.833,287.656,32.083,38.6493
::chromosome_7:2580641-2589648,2935.8,0,4092.1,365.364,50.0811,766.221,2017.05,1927.6,307.596,5948.78,3458.23,1744.61,1786.47,2768.69,3803.94,480.063,3520.63,1921.34,78.0173,276
::chromosome_7:6282302-6283433,137,0,145,70,2,36,145,107,56,116,135,48,123,152,108,20,99,59,6,6
::chromosome_5:22944161-22975409,456.275,0,746.197,281.499,15.5148,229.673,925.92,651.779,265.995,588.535,674.595,398.105,522.596,923.597,412.631,147.259,359.153,491.769,41.4607,40.2794
::chromosome_8:27456177-27457404,9.97829,0,18.7981,9.63026,9.56995,37.42,17.9844,29.2666,65.5173,21.3908,7.42622,15.0527,18.9998,3.33767,14.3739,5.37849,8.53607,14.4652,2.14162,1
::chromosome_13:41769087-41769645,0,0,0,0,0,0,0,0,0,18.4926,0,0,0,0.43891,0,0,0,0,0,0
::chromosome_5:7840503-7841548,3.58737,0,2.36232,0,0,2.29543,0,9.02943,0,13.4963,3.41785,6.347,2.65162,2.13122,21.662,0,1,3.08433,0,0
::chromosome_5:7972687-7973761,11,0,3.31447,0,0,0,11,5,0,1,6,0,0,10,6,4,9.38066,3,0,0
::chromosome_7:10894740-10902465,23.2057,0,104.057,2.02621,0,0,8.50448,5.43782,6.38131,9.30184,4.60216,4.26097,22.9169,16.4723,11.566,2.00618,5.90969,9.63316,0,1.01696
::chromosome_1:5425201-5426389,0,0,7,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
::chromosome_10:20016374-20028896,184.431,0,87.2591,68.3968,34,24.3309,144.761,75.0091,55.1733,215.684,134.436,37.2893,94.022,120.277,159.794,43.4408,101.482,114.617,15.4349,10.5516
::chromosome_7:19767643-19768285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
::chromosome_7:2168593-2191831,0,0,0.801063,34.8007,16.0894,114.577,88.5564,22.6197,0,0,0,152.707,9.33E-06,4.67E-08,316.755,0.236921,0,0,18.3865,0
::chromosome_8:27754256-27755156,0,0,0,0,0,0,0,10.6424,0,6,13.3333,0,4.5,0,0,0.5,5,2.5,0,0
::chromosome_5:19735827-19737201,0,0,2,1,0,0,0,0,0,4,5,1,0,5,4,1,2,0,0,0
::chromosome_14:19419359-19420216,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
::chromosome_14:19832507-19832783,0,0,0.333333,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,1,0
::chromosome_5:14335215-14352087,96.4083,0,322.802,128.822,29.386,72.0886,429.925,380.086,165.805,181.742,154.343,118.252,260.264,129.647,97.4844,45.2625,96.6894,153.158,47.2042,11.4013
::chromosome_1:13914870-13922183,347.161,0,235.395,19.2903,1.00954,93.9945,153.953,177.954,12.2925,142.715,166.992,76.0693,101.899,254.171,135.985,17.7972,155.354,164.658,6.00937,14.2828
::chromosome_14:4410055-4411673,0,0,10.0094,7,0,32.6804,6.00693,5,0,3,2,0,2,4.01695,26.0577,9.26125,2.00761,47.5448,3.39859,2
::chromosome_5:28314045-28318162,3,0,93,1,0,37,19,49,0,19,0,10,11,50,1,0,6,7,1,1
::chromosome_9:18261389-18275216,257.093,0,199.102,33.1186,9.08584,56.023,119.96,245.731,44.2596,92.9782,92.7601,108.5,249.329,207.958,163.012,19.9617,123.763,113.57,6.04105,4.04802
::chromosome_4:2761517-2769057,78.3311,0,157.958,15.6206,1.04001,33.3892,72.3902,108.838,7.69238,89.1451,62.5351,40.3401,113.626,67.1586,58.6067,7.84716,63.2644,57.1191,9.88547,0
::chromosome_13:40186180-40190197,3.07063,0,7.01585,0,1,6.00587,3.00441,1.06033,3,1.0546,1.03448,2,3.19609,1.00643,3.00212,1,2.26894,3.01156,2.25747,0
::chromosome_11:3767883-3770141,12.0645,0,27.6013,24,3,15,25.3601,16,42,16,10.0392,12.0701,32,32.1809,12,2,11,14.1394,13,3
::chromosome_14:6124014-6136470,811.452,0,829.824,128.37,38.2533,175.239,488.341,341.757,113.579,1306.58,969.913,377.809,480.978,482.444,587.865,68.6361,475.693,395.52,75.1583,59.4442
::chromosome_2:19163860-19175439,93.8219,0,442.124,54.4735,24.5409,54.7693,137.395,268.909,107.936,74.0703,95.7112,60.8022,357.553,121.349,122.238,42.1414,166.564,127.225,9.91356,26.1078
::chromosome_8:19609826-19610438,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
::chromosome_7:7033146-7033404,1.19379,0,4,7,0,1.42024,0,2,2,0,0,4,1,1.34361,2,0,1,3,0,0
::chromosome_8:413481-416573,1.16185,0,2.23178,1.0604,0,2.02243,2.1336,1.10301,0,6.19822,3.0634,4.29603,19.2423,5.28232,0,4.3275,1.15519,0,0,0
::chromosome_5:18553741-18573724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
